EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE1,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,DEATHS_DIRECT1,DEATHS_INDIRECT,DEATHS_DIRECT,INJURIES_INDIRECT,INJURIES_DIRECT1,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM1,DAMAGE_CROPS_NUM,DAMAGE_PROPERTY_NUM,STATE_ABBR,CZ_TIMEZONE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_DATE
883016,PUTNAM CO.,ENSOR,20-Mar,148,Tornado, ,19,0,19,0,87,87,100000000,0,100000000,TN,CST-6,146901,C,141,OHX,NWS Storm Survey,8.39,900,1,W,1,W,36.1715,-85.6628,36.1709,-85.5135,2020
889259,MURRAY CO.,TREADWELL,20-Apr,2045,Tornado, ,8,0,8,0,24,24,500000,0,500000,GA,EST-5,147540,C,213,FFC,NWS Storm Survey,8.88,860,3,NE,2,SSE,34.8098,-84.8377,34.9251,-84.7686,2020
837602,LAS VEGAS VALLEY (ZONE), ,19-Jul,0,Heat, ,6,2,8,0,0,0,0,0,0,NV,PST-8,139252,Z,20,VEF,County Official, , , , , , , , , , ,2020
872994,FRANKLIN CO.,LAUREL,20-Mar,400,Flash Flood, ,6,0,6,0,0,0,100000,0,100000,IN,EST-5,145330,C,47,ILN,Broadcast Media, , ,2,W,2,W,39.5001,-85.22,39.5001,-85.2196,2020
889068,HAMPTON CO.,ESTILL MUNI ARPT,20-Apr,510,Tornado, ,5,0,5,0,65,65,0,0,0,SC,EST-5,147485,C,49,CHS,NWS Storm Survey,23.73,1300,3,WSW,5,NE,32.7045,-81.2899,32.829,-80.9092,2020
879418,BATH CO.,MOORES FERRY,20-Apr,1520,Flood, ,5,0,5,0,0,0,3000,0,3000,KY,EST-5,146361,C,11,JKL,Emergency Manager, , ,2,W,2,W,38.1645,-83.6587,38.1646,-83.6583,2020
883007,WILSON CO.,MT JULIET,20-Mar,54,Tornado, ,3,0,3,0,50,50,409000000,0,409000000,TN,CST-6,146901,C,189,OHX,NWS Storm Survey,26.65,1600,3,WSW,3,N,36.1767,-86.5717,36.192,-86.0981,2018
889030,POLK CO.,ONALASKA,21-Mar,1635,Tornado, ,3,0,3,3,33,36,5000000,0,5000000,TX,CST-6,146220,C,373,HGX,NWS Storm Survey,28.51,1100,3,WNW,2,E,30.8409,-95.1824,30.881,-94.704,2020
871629,PICKENS CO.,UNION CHAPEL,22-Mar,1111,Tornado, ,3,0,3,0,7,7,0,0,0,AL,CST-6,145154,C,107,BMX,NWS Storm Survey,6.33,1056,3,NNW,4,NNW,33.2379,-88.1545,33.3253,-88.1223,2020
873666,SAMPSON CO.,TAYLORS BRIDGE,23-Mar,1338,Thunderstorm Wind,74,3,0,3,0,3,3,250000,0,250000,NC,EST-5,145493,C,163,RAH,Emergency Manager, , ,3,NW,2,NW,34.8553,-78.2842,34.8563,-78.2799,2020
863301,BOLLINGER CO.,SEDGEWICKVILLE,24-Mar,1300,Flash Flood, ,3,0,3,0,2,2,50000,0,50000,MO,CST-6,143778,C,17,PAH,Emergency Manager, , ,5,SSW,0,N,37.4531,-89.9549,37.52,-89.92,2020
870754,CENTRAL PANHANDLE MOUNTAINS (ZONE), ,25-Mar,1130,Avalanche, ,3,0,3,0,2,2,0,0,0,ID,PST-8,145006,Z,4,OTX,Broadcast Media, , , , , , , , , , ,2018
875155,TOHONO O ODHAM NATION (ZONE), ,26-Mar,1000,Excessive Heat, ,3,0,3,0,0,0,0,0,0,AZ,MST-7,145703,Z,502,TWC,County Official, , , , , , , , , , ,2020
856471,JEFFERSON CO.,HAMSHIRE,27-Mar,2131,Flash Flood, ,3,0,3,0,0,0,300000000,0,300000000,TX,CST-6,142104,C,245,LCH,NWS Storm Survey, , ,5,WSW,1,NE,29.8256,-94.3789,29.7602,-93.9347,2020
860239,SANTA CLARA VALLEY INCLUDING SAN JOSE (ZONE), ,28-Mar,300,Cold/Wind Chill, ,3,0,3,0,0,0,0,0,0,CA,PST-8,143385,Z,513,MTR,County Official, , , , , , , , , , ,2020
860312,GILA CO.,PUNKIN CENTER,29-Mar,850,Flood, ,3,0,3,0,0,0,50000,0,50000,AZ,MST-7,143398,C,7,PSR,Law Enforcement, , ,5,SSE,4,SSE,33.812,-111.2775,33.817,-111.2888,2017
866960,BOSSIER PAR.,SLIGO,30-Mar,124,Tornado, ,3,0,3,0,0,0,500000,0,500000,LA,CST-6,144388,C,15,SHV,NWS Storm Survey,8.84,300,1,NW,4,ESE,32.4571,-93.5875,32.5039,-93.4463,2019
903730,COASTAL HORRY (ZONE), ,31-Mar,1300,Rip Current, ,3,0,3,0,0,0,0,0,0,SC,EST-5,149920,Z,54,ILM,Lifeguard, , , , , , , , , , ,2020
882999,DAVIDSON CO.,SCOTTSBORO,1-Apr,32,Tornado, ,2,0,2,0,170,170,1090000000,0,1090000000,TN,CST-6,146901,C,37,OHX,NWS Storm Survey,21.49,1150,4,SSW,2,E,36.1717,-86.9562,36.1767,-86.5717,2020
876337,HAMILTON CO.,EAST RIDGE,2-Apr,2219,Tornado, ,2,0,2,0,18,18,0,0,0,TN,EST-5,145835,C,65,MRX,NWS Storm Survey,12.75,1500,2,ENE,3,NNE,34.986,-85.1907,35.095,-85.0089,2020
884164,ORANGEBURG CO.,SPRINGFIELD,3-Apr,451,Tornado, ,2,0,2,0,7,7,0,0,0,SC,EST-5,146329,C,75,CAE,NWS Storm Survey,21.9,770,3,SSE,3,NE,33.4539,-81.2651,33.6175,-80.9394,2020
831940,SIOUX CO.,FT YATES,4-Apr,2300,Flash Flood, ,2,0,2,0,2,2,750000,0,750000,ND,MST-7,137742,C,85,BIS,Emergency Manager, , ,11,SSE,1,NNW,45.9437,-100.5232,46.0989,-100.6444,2020
847952,PICKENS CO.,EASTATOE,5-Apr,1252,Thunderstorm Wind,50,2,0,2,0,2,2,50000,0,50000,SC,EST-5,141118,C,77,GSP,911 Call Center, , ,1,E,1,E,34.951,-82.885,34.951,-82.885,2020
867068,SOUTHERN ROSEBUD (ZONE), ,6-Apr,646,Winter Weather, ,2,0,2,0,2,2,0,0,0,MT,MST-7,144456,Z,58,BYZ,Law Enforcement, , , , , , , , , , ,2020
842514,HAMILTON CO.,CUMMINGSVILLE,7-Apr,1535,Lightning, ,2,0,2,0,1,1,1000,0,1000,OH,EST-5,139859,C,61,ILN,Broadcast Media, , ,0,NE,0,NE,39.1725,-84.5257,39.1725,-84.5257,2020
848560,SOUTHERN QUEENS (ZONE), ,8-Apr,1500,Rip Current, ,2,0,2,0,1,1,0,0,0,NY,EST-5,141275,Z,178,OKX,Newspaper, , , , , , , , , , ,2020
870789,FLATTOP MOUNTAINS (ZONE), ,9-Apr,1445,Avalanche, ,2,0,2,0,1,1,0,0,0,CO,MST-7,145015,Z,13,GJT,State Official, , , , , , , , , , ,2020
890652,MARSHALL CO.,OAKLAND,10-Apr,1553,Tornado, ,2,0,2,0,1,1,500000,0,500000,OK,CST-6,147030,C,95,OUN,NWS Storm Survey,4.25,400,2,SSW,2,SE,34.0705,-96.813,34.07,-96.74,2020
826139,BERKS CO.,PINE FORGE,11-Apr,1530,Flash Flood, ,2,0,2,0,0,0,0,0,0,PA,EST-5,137499,C,11,PHI,Fire Department/Rescue, , ,1,N,1,N,40.293,-75.6819,40.2936,-75.6803,2020
826922,SOUTH WALTON (ZONE), ,12-Apr,1200,Rip Current, ,2,0,2,0,0,0,0,0,0,FL,EST-5,137647,Z,108,TAE,Fire Department/Rescue, , , , , , , , , , ,2020
837612,LAS VEGAS VALLEY (ZONE), ,13-Apr,0,Heat, ,2,1,3,0,0,0,0,0,0,NV,PST-8,139255,Z,20,VEF,County Official, , , , , , , , , , ,2020
832259,CHITTENDEN CO.,CHAMPLAIN ARPT,14-Apr,1445,Thunderstorm Wind,50,2,0,2,0,0,0,25000,0,25000,VT,EST-5,138419,C,7,BTV,Utility Company, , ,2,ESE,2,ESE,44.54,-73.25,44.54,-73.25,2020
875307,TOHONO O ODHAM NATION (ZONE), ,15-Apr,1000,Excessive Heat, ,2,0,2,0,0,0,0,0,0,AZ,MST-7,142361,Z,502,TWC,County Official, , , , , , , , , , ,2020
845911,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 20-60NM (ZONE),BUOY 41009,16-Apr,1500,Marine Thunderstorm Wind,40,2,0,2,0,0,0,0,0,0,XX,EST-5,140494,Z,572,MLB,Coast Guard, , ,10,SSE,10,SSE,28.4,-80.09,28.4,-80.09,2020
847980,TUTUILA (ZONE), ,17-Apr,1300,High Surf, ,2,0,2,0,0,0,0,0,0,XX,SST-11,141130,Z,2,ASO,Broadcast Media, , , , , , , , , , ,2020
857268,INLAND LIBERTY (ZONE), ,18-Apr,1130,Heat, ,2,0,2,0,0,0,0,0,0,GA,EST-5,142862,Z,138,CHS,Broadcast Media, , , , , , , , , , ,2020
861536,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,19-Apr,1100,Wildfire, ,2,0,2,0,0,0,8000000,0,8000000,CA,PST-8,143571,Z,48,SGX,Fire Department/Rescue, , , , , , , , , , ,2020
865237,LAWRENCE CO.,RIGDOM,20-Apr,1708,Tornado, ,2,0,2,0,0,0,0,0,0,AL,CST-6,143471,C,79,HUN,NWS Storm Survey,18.58,370,2,W,7,N,34.6445,-87.4126,34.7739,-87.1283,2020
866919,POTOMAC / SEELEY LAKE REGION (ZONE), ,21-Apr,1400,Avalanche, ,2,0,2,0,0,0,0,0,0,MT,MST-7,144435,Z,43,MSO,Park/Forest Service, , , , , , , , , , ,2020
879197,HARRISON CO.,UNIONVALE,22-Apr,652,Flash Flood, ,2,0,2,0,0,0,100000,0,100000,OH,EST-5,146317,C,67,PBZ,Newspaper, , ,2,WSW,1,SE,40.263,-80.9513,40.1906,-81.1593,2020
902815,LAWRENCE CO.,TILTON,23-Apr,1447,Tornado, ,2,0,2,0,0,0,1000000,0,1000000,MS,CST-6,146307,C,77,JAN,NWS Storm Survey,2.8,100,7,SSW,5,SSW,31.3331,-90.0823,31.3522,-90.0405,2020
887908,WALTHALL CO.,ENON,24-Apr,1539,Tornado, ,2,0,2,0,0,0,0,0,0,MS,CST-6,147593,C,147,LIX,NWS Storm Survey,6.65,1300,4,ESE,2,E,31.2763,-90.1732,31.3331,-90.0822,2020
892502,EMERY CO.,MOORE,25-Apr,1245,Flash Flood, ,2,0,2,0,0,0,0,0,0,UT,MST-7,148239,C,15,SLC,Emergency Manager, , ,32,SE,32,SE,38.5911,-110.8093,38.5911,-110.8085,2020
899310,TULSA (ZONE), ,26-Apr,1200,Heat, ,2,0,2,0,0,0,0,0,0,OK,CST-6,149187,Z,60,TSA,Broadcast Media, , , , , , , , , , ,2020
909838,TUTUILA (ZONE), ,27-Apr,1300,High Surf, ,2,0,2,0,0,0,20000,0,20000,XX,SST-11,150940,Z,2,ASO,Buoy, , , , , , , , , , ,2020
845845,GEORGETOWN CO.,OLIN,28-Apr,1310,Lightning, ,1,0,1,0,12,12,0,0,0,SC,EST-5,140697,C,43,ILM,Emergency Manager, , ,2,ENE,2,ENE,33.43,-79.44,33.43,-79.44,2020
895549,ACADIA PAR.,RICHARD,29-Apr,1931,Tornado, ,1,0,1,0,9,9,500000,0,500000,LA,CST-6,148656,C,1,LCH,NWS Storm Survey,3.93,100,4,NE,1,N,30.4597,-92.2678,30.4176,-92.2234,2020
829416,PINELLAS CO.,CLEARWATER BEACH,30-Apr,1143,Lightning, ,1,0,1,0,7,7,0,0,0,FL,EST-5,138013,C,103,TBW,Broadcast Media, , ,0,N,0,N,27.98,-82.83,27.98,-82.83,2020
846233,PALM BEACH CO.,WELLINGTON,1-May,1310,Lightning, ,1,0,1,0,5,5,0,0,0,FL,EST-5,140775,C,99,MFL,Broadcast Media, , ,1,SE,1,SE,26.6574,-80.2349,26.6574,-80.2349,2020
881954,AUGUSTA CO.,LOFTON,2-May,2119,Hail,1,1,0,1,0,5,5,0,0,0,VA,EST-5,146724,C,15,LWX,Broadcast Media, , ,2,W,2,W,37.9539,-79.2083,37.9539,-79.2083,2020
886100,OCONEE CO.,OAKWAY,3-May,221,Tornado, ,1,0,1,0,5,5,100000000,0,100000000,SC,EST-5,147349,C,73,GSP,NWS Storm Survey,14.7,1000,3,WNW,2,NE,34.617,-83.084,34.719,-82.857,2020
887620,FRANKLIN CO.,PASCO,4-May,1600,Lightning, ,1,0,1,0,4,4,12000,0,12000,WA,PST-8,147114,C,21,PDT,Newspaper, , ,0,N,0,N,46.23,-119.08,46.23,-119.08,2020
850181,VOLUSIA (ZONE), ,5-May,1300,Rip Current, ,1,0,1,0,3,3,0,0,0,FL,EST-5,141610,Z,41,MLB,Broadcast Media, , , , , , , , , , ,2020
840991,CLINTON CO.,KEATING,6-May,1455,Thunderstorm Wind,52,1,0,1,0,2,2,0,0,0,PA,EST-5,137252,C,35,CTP,Emergency Manager, , ,1,NE,1,NE,41.2606,-77.9052,41.2606,-77.9052,2020
849401,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,7-May,1500,Strong Wind,23,1,0,1,0,2,2,0,0,0,NV,PST-8,141438,Z,3,REV,Broadcast Media, , , , , , , , , , ,2020
847664,NOTTOWAY CO.,(BKT)BLACKSTONE AAF,8-May,1945,Thunderstorm Wind,50,1,0,1,0,2,2,2000,0,2000,VA,EST-5,141081,C,135,AKQ,Broadcast Media, , ,1,WSW,1,WSW,37.07,-77.97,37.07,-77.97,2020
870174,LAUDERDALE CO.,ANDERSON,9-May,1815,Flash Flood, ,1,0,1,0,2,2,0,0,0,AL,CST-6,143865,C,77,HUN,Emergency Manager, , ,0,N,0,WNW,34.92,-87.27,34.9211,-87.273,2020
867163,BOONE (ZONE), ,10-May,1000,Strong Wind,45,1,0,1,0,2,2,10000,0,10000,WV,EST-5,144061,Z,26,RLX,Utility Company, , , , , , , , , , ,2020
880546,BENTON CO.,LIBERTY,11-May,2305,Tornado, ,1,0,1,0,2,2,1000000,0,1000000,TN,CST-6,146520,C,5,MEG,NWS Storm Survey,10.01,250,1,S,1,ENE,36.0928,-88.1189,36.1028,-87.94,2020
883722,WASHINGTON (ZONE), ,12-May,1030,Wildfire, ,1,0,1,0,2,2,0,0,0,AR,CST-6,146996,Z,10,TSA,Emergency Manager, , , , , , , , , , ,2020
889288,BARTOW CO.,LADDS,13-May,6,Tornado, ,1,0,1,0,2,2,100000,0,100000,GA,EST-5,147540,C,15,FFC,NWS Storm Survey,12.76,250,0,ESE,4,SE,34.1492,-84.8285,34.2857,-84.678,2020
894576,LOWER JEFFERSON (ZONE), ,14-May,1745,Rip Current, ,1,0,1,0,2,2,0,0,0,LA,CST-6,148512,Z,68,LIX,Broadcast Media, , , , , , , , , , ,2020
846438,DAWSON CO.,FARNAM,15-May,1615,Flash Flood, ,1,0,1,0,1,1,10000,0,10000,NE,CST-6,138929,C,47,GID,Emergency Manager, , ,3,ENE,7,NE,40.697,-100.1744,40.992,-100.0329,2020
826570,BOULDER CO.,ELDORADO CANYON STATE PARK,16-May,1200,Lightning, ,1,0,1,0,1,1,0,0,0,CO,MST-7,137577,C,13,BOU,Broadcast Media, , ,2,N,2,N,39.9603,-105.2952,39.9603,-105.2952,2020
846896,WYANDOT CO.,BEUNQUAT,17-May,2330,Flash Flood, ,1,0,1,0,1,1,150000,0,150000,OH,EST-5,140942,C,175,CLE,Department of Highways, , ,1,SSW,0,WNW,40.9113,-83.1395,40.9338,-83.1377,2020
837688,GILA CO.,RADIUM,18-May,1815,Flash Flood, ,1,0,1,0,1,1,20000,0,20000,AZ,MST-7,139274,C,7,PSR,Law Enforcement, , ,3,N,0,SW,33.4801,-110.7803,33.3998,-110.7803,2020
848556,SOUTHERN QUEENS (ZONE), ,19-May,1900,Rip Current, ,1,0,1,0,1,1,0,0,0,NY,EST-5,141272,Z,178,OKX,Newspaper, , , , , , , , , , ,2020
849021,MARICOPA CO.,TONOPAH,20-May,1936,Thunderstorm Wind,61,1,0,1,0,1,1,75000,0,75000,AZ,MST-7,141386,C,13,PSR,Law Enforcement, , ,14,WNW,14,WNW,33.54,-113.16,33.54,-113.16,2020
857170,BATH CO.,THOMASTOWN,21-May,1538,Lightning, ,1,0,1,0,1,1,0,0,0,VA,EST-5,142843,C,17,RNK,911 Call Center, , ,1,SW,1,SW,38.01,-79.84,38.01,-79.84,2020
858302,BENTON CO.,MONTE NE,22-May,2336,Thunderstorm Wind,75,1,0,1,0,1,1,75000,0,75000,AR,CST-6,142852,C,7,TSA,NWS Storm Survey, , ,3,NNE,3,NNE,36.3235,-94.046,36.3235,-94.046,2020
854867,MCCURTAIN CO.,VALLIANT,23-May,25,Thunderstorm Wind,65,1,0,1,0,1,1,0,0,0,OK,CST-6,142404,C,89,SHV,Law Enforcement, , ,2,WNW,2,WNW,34.0269,-95.1537,34.0269,-95.1537,2020
857862,FRANKLIN PAR.,BASKIN,24-May,1803,Tornado, ,1,0,1,0,1,1,120000,0,120000,LA,CST-6,142954,C,41,JAN,NWS Storm Survey,7.02,700,3,SW,4,NE,32.2351,-91.7783,32.3184,-91.7095,2020
866540,NACOGDOCHES CO.,DEL RENTZEL,25-May,2333,Tornado, ,1,0,1,0,1,1,75000,0,75000,TX,CST-6,144368,C,347,SHV,NWS Storm Survey,2.13,160,2,W,1,ENE,31.5832,-94.7558,31.5855,-94.7197,2020
901386,GREATER LAKE TAHOE AREA (ZONE), ,26-May,1100,Avalanche, ,1,0,1,0,1,1,0,0,0,CA,PST-8,147623,Z,72,REV,Public, , , , , , , , , , ,2020
878237,MARENGO CO.,OLD SPRING HILL,27-May,213,Tornado, ,1,0,1,0,1,1,0,0,0,AL,CST-6,146149,C,91,BMX,NWS Storm Survey,1.29,400,3,NW,2,SSW,32.4617,-87.8012,32.4725,-87.7834,2020
869643,OUTAGAMIE (ZONE), ,28-May,715,Heavy Snow, ,1,0,1,0,1,1,30000,0,30000,WI,CST-6,144593,Z,38,GRB,Trained Spotter, , , , , , , , , , ,2020
887943,DAVIDSON CO.,SOUTHMONT,29-May,435,Thunderstorm Wind,50,1,0,1,0,1,1,50000,0,50000,NC,EST-5,147589,C,57,RAH,Emergency Manager, , ,0,SSE,0,SSE,35.6683,-80.2693,35.6683,-80.2693,2020
888955,COLLETON CO.,WALTERBORO MUNI ARPT,30-May,554,Thunderstorm Wind,60,1,0,1,1,1,2,0,0,0,SC,EST-5,147485,C,29,CHS,Emergency Manager, , ,1,SW,1,SW,32.91,-80.64,32.91,-80.64,2020
896679,MECKLENBURG CO.,GRIFFITH,31-May,1510,Thunderstorm Wind,55,1,0,1,0,1,1,500000,0,500000,NC,EST-5,148845,C,119,GSP,Emergency Manager, , ,2,NE,1,SE,35.19,-80.85,35.168,-80.658,2020
886010,LA PLATA CO.,DURANGO,1-Jun,737,Lightning, ,1,0,1,0,1,1,0,0,0,CO,MST-7,147333,C,67,GJT,Law Enforcement, , ,6,ENE,6,ENE,37.3089,-107.7882,37.3089,-107.7882,2020
843943,LUCAS CO.,CRESTVIEW,2-Jun,1310,Thunderstorm Wind,70,1,0,1,0,0,0,5000,0,5000,OH,EST-5,140378,C,95,CLE,Public, , ,2,SE,2,SE,41.61,-83.65,41.61,-83.65,2020
846492,EDGAR (ZONE), ,3-Jun,1200,Heat, ,1,0,1,0,0,0,0,0,0,IL,CST-6,140838,Z,57,ILX,Newspaper, , , , , , , , , , ,2020
823729,GALVESTON ISLAND AND BOLIVAR PENINSULA (ZONE), ,4-Jun,2200,Rip Current, ,1,0,1,0,0,0,0,0,0,TX,CST-6,137236,Z,438,HGX,Lifeguard, , , , , , , , , , ,2020
855994,BENTON CO.,DELL JCT,5-Jun,1140,Flash Flood, ,1,0,1,0,0,0,0,0,0,MO,CST-6,138860,C,15,SGF,Law Enforcement, , ,2,SW,3,SSW,38.1613,-93.3398,38.1487,-93.346,2019
832451,MOFFAT CO.,GREYSTONE,6-Jun,1115,Flood, ,1,0,1,0,0,0,0,0,0,CO,MST-7,138453,C,81,GJT,Park/Forest Service, , ,14,W,14,W,40.609,-108.9452,40.609,-108.9449,2019
825251,VIRGINIA BEACH (ZONE), ,7-Jun,1230,Rip Current, ,1,0,1,0,0,0,0,0,0,VA,EST-5,137420,Z,98,AKQ,Broadcast Media, , , , , , , , , , ,2019
832228,COASTAL LEE (ZONE), ,8-Jun,1600,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,138413,Z,165,TBW,Newspaper, , , , , , , , , , ,2019
875154,WESTERN PIMA COUNTY (ZONE), ,9-Jun,1000,Excessive Heat, ,1,0,1,0,0,0,0,0,0,AZ,MST-7,145703,Z,501,TWC,County Official, , , , , , , , , , ,2019
837604,LAS VEGAS VALLEY (ZONE), ,10-Jun,0,Heat, ,1,2,3,0,0,0,0,0,0,NV,PST-8,139254,Z,20,VEF,County Official, , , , , , , , , , ,2019
846958,RUTHERFORD (ZONE), ,11-Jun,1600,Heat, ,1,0,1,0,0,0,0,0,0,TN,CST-6,140943,Z,62,OHX,Broadcast Media, , , , , , , , , , ,2019
831164,ORANGEBURG CO.,SANTEE,12-Jun,1635,Thunderstorm Wind,50,1,0,1,0,0,0,0,0,0,SC,EST-5,138258,C,75,CAE,Law Enforcement, , ,3,ESE,3,ESE,33.48,-80.43,33.48,-80.43,2019
843570,COASTAL BAY (ZONE), ,13-Jun,1400,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,137647,Z,112,TAE,Broadcast Media, , , , , , , , , , ,2019
843571,COASTAL BAY (ZONE), ,14-Jun,1814,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,137647,Z,112,TAE,Broadcast Media, , , , , , , , , , ,2019
846988,COASTAL BAY (ZONE), ,15-Jun,1730,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,137647,Z,112,TAE,Law Enforcement, , , , , , , , , , ,2019
830279,VOLUSIA (ZONE), ,16-Jun,1000,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,138171,Z,41,MLB,Broadcast Media, , , , , , , , , , ,2019
846517,PEORIA (ZONE), ,17-Jun,1200,Excessive Heat, ,1,0,1,0,0,0,0,0,0,IL,CST-6,140847,Z,29,ILX,Broadcast Media, , , , , , , , , , ,2019
842419,FAIRFIELD CO.,BRIDGEPORT,18-Jun,1615,Thunderstorm Wind,52,1,0,1,0,0,0,7000,0,7000,CT,EST-5,140024,C,1,OKX,Newspaper, , ,2,N,2,N,41.2047,-73.225,41.2047,-73.225,2019
846382,PULASKI (ZONE), ,19-Jun,1000,Excessive Heat, ,1,0,1,0,0,0,0,0,0,AR,CST-6,140825,Z,44,LZK,Broadcast Media, , , , , , , , , , ,2019
846511,CLAY (ZONE), ,20-Jun,1200,Excessive Heat, ,1,0,1,0,0,0,0,0,0,IL,CST-6,140847,Z,71,ILX,Emergency Manager, , , , , , , , , , ,2020
827623,BUCKEYE/AVONDALE (ZONE), ,21-Jun,1200,Heat, ,1,0,1,0,0,0,0,0,0,AZ,MST-7,137760,Z,540,PSR,Broadcast Media, , , , , , , , , , ,2019
842990,CENTRAL AND SOUTHEAST MONTGOMERY (ZONE), ,22-Jun,1000,Excessive Heat, ,1,0,1,0,0,0,0,0,0,MD,EST-5,140121,Z,504,LWX,ASOS, , , , , , , , , , ,2019
846821,SHELBY (ZONE), ,23-Jun,1000,Heat, ,1,0,1,0,0,0,0,0,0,TN,CST-6,140931,Z,88,MEG,ASOS, , , , , , , , , , ,2019
869769,MENOMINEE (C) CO.,KESHENA,24-Jun,1500,Flood, ,1,0,1,0,0,0,0,0,0,WI,CST-6,138153,C,78,GRB,Emergency Manager, , ,1,NW,1,WNW,44.8846,-88.6393,44.8821,-88.64,2019
837611,JEFFERSON CO.,LAKEWOOD,25-Jun,1724,Flash Flood, ,1,0,1,0,0,0,0,0,0,CO,MST-7,138756,C,59,BOU,Broadcast Media, , ,1,WNW,1,W,39.735,-105.12,39.732,-105.12,2019
849193,MARSHALL CO.,LAKE OF THE WOODS,26-Jun,1930,Lightning, ,1,0,1,0,0,0,0,0,0,IN,EST-5,140822,C,99,IWX,Broadcast Media, , ,2,N,2,N,41.4226,-86.2284,41.4226,-86.2284,2019
828639,MARSHALL CO.,LAKE OF THE WOODS,27-Jun,1930,Lightning, ,1,0,1,0,0,0,0,0,0,IN,EST-5,137894,C,99,IWX,Broadcast Media, , ,1,N,1,N,41.4202,-86.2266,41.4202,-86.2266,2019
843034,FREDERICK (ZONE), ,28-Jun,1000,Excessive Heat, ,1,0,1,0,0,0,0,0,0,MD,EST-5,140125,Z,4,LWX,ASOS, , , , , , , , , , ,2019
875284,TUCSON METRO AREA (ZONE), ,29-Jun,1000,Heat, ,1,0,1,0,0,0,0,0,0,AZ,MST-7,145716,Z,504,TWC,County Official, , , , , , , , , , ,2019
844245,CARROLL CO.,CEDARHURST,30-Jun,1434,Thunderstorm Wind,78,1,0,1,0,0,0,0,0,0,MD,EST-5,140430,C,13,LWX,Law Enforcement, , ,1,SW,1,SW,39.49,-76.89,39.49,-76.89,2019
839729,LAS VEGAS VALLEY (ZONE), ,1-Jul,0,Heat, ,1,0,1,0,0,0,0,0,0,NV,PST-8,139610,Z,20,VEF,County Official, , , , , , , , , , ,2019
848847,COASTAL ST. JOHNS (ZONE), ,2-Jul,0,High Surf, ,1,0,1,0,0,0,0,0,0,FL,EST-5,141353,Z,133,JAX,Lifeguard, , , , , , , , , , ,2019
833185,WHITLEY (ZONE), ,3-Jul,1332,Heat, ,1,0,1,0,0,0,0,0,0,KY,EST-5,138582,Z,85,JKL,Broadcast Media, , , , , , , , , , ,2019
835892,NORTHERN OREGON COAST (ZONE), ,4-Jul,1915,Rip Current, ,1,0,1,0,0,0,0,0,0,OR,PST-8,138968,Z,1,PQR,Law Enforcement, , , , , , , , , , ,2019
849047,STARK CO.,RICHARDTON,5-Jul,816,Lightning, ,1,0,1,0,0,0,0,0,0,ND,MST-7,141390,C,89,BIS,Law Enforcement, , ,3,E,3,E,46.886,-102.2589,46.886,-102.2589,2019
854530,COASTAL YORK (ZONE), ,6-Jul,1530,High Surf, ,1,0,1,0,0,0,0,0,0,ME,EST-5,142130,Z,23,GYX,Newspaper, , , , , , , , , , ,2019
852818,SOUTHERN WASATCH FRONT (ZONE), ,7-Jul,1200,Heat, ,1,0,1,0,0,0,0,0,0,UT,MST-7,142059,Z,4,SLC,Broadcast Media, , , , , , , , , , ,2019
875338,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,8-Jul,1000,Heat, ,1,0,1,0,0,0,0,0,0,AZ,MST-7,142362,Z,507,TWC,County Official, , , , , , , , , , ,2019
837669,BALDWIN CO.,OAK,9-Jul,1400,Lightning, ,1,0,1,0,0,0,0,0,0,AL,CST-6,139270,C,3,MOB,Broadcast Media, , ,2,ESE,2,ESE,30.3103,-87.6671,30.3103,-87.6671,2019
843572,COASTAL BAY (ZONE), ,10-Jul,132,Rip Current, ,1,0,1,0,0,0,0,0,0,FL,EST-5,140270,Z,112,TAE,Broadcast Media, , , , , , , , , , ,2019
875343,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS (ZONE), ,11-Jul,1100,Excessive Heat, ,1,0,1,0,0,0,0,0,0,AZ,MST-7,142364,Z,503,TWC,County Official, , , , , , , , , , ,2019
847983,COOK (ZONE), ,12-Jul,1250,Rip Current, ,1,0,1,0,0,0,0,0,0,IL,CST-6,141033,Z,14,LOT,Broadcast Media, , , , , , , , , , ,2019
